,screen_names,texts,dates,langs
4516,louisrockeriito,"pone 🤢 para lo que no comes
me copio 
mostaza: 🤢
pepinillo: 🤢
cilantro: 🤢
pizza con ananá: 🤢
sushi: 🤢
brócoli:🤢
cha… https://t.co/eSOgiNYBEI",2021-04-26 19:37:23,es
4517,cabrerahercap,Se viene la Lepra y Bonny's te hace descuento si sos Leproso de esta hamburguesa deliciosa. Daleee https://t.co/Lbqyl8QsVL,2021-04-26 19:37:12,es
4518,Fezzterminate,La cosa más asqueroso la hamburguesa que sale al principio de la cinemática del re2,2021-04-26 19:37:07,es
4519,AzotandoM,"@j_mbrg @Toms_North @GatoCurioso77 @anatotitana @Menadesco1 ¿Que tu conoces Venezuela?
Y yo también la he pisado en… https://t.co/QanDMJbzdF",2021-04-26 19:36:53,es
4520,icrsfrlss,como charlotte caniggia q es vegetariana pero se come una hamburguesa cuando pinta https://t.co/NNmsgZI3Ij,2021-04-26 19:36:43,es
4521,ImKyoran,"Usa 🤢 para marcar lo que no comes

Mostaza: 
Pepino: 
Cilantro: 
Pizza con ananá: 
Sushi: 🤢
Brócoli: 
Champiñones:… https://t.co/cXQkuxmePC",2021-04-26 19:36:24,es
4522,didi20cahe,"@mr_guelelei usa 🤢 lo que no comes

mostaza:
pepinillo: 🤢
cilantro:
pizza con piña: 
sushi: 🤢
brócoli:
champiñones:… https://t.co/q9wzZDZ67t",2021-04-26 19:36:07,es
4523,LeanSeverini,"Que ganas de una hamburguesa de Shake Shack. Si, a esta hora del día",2021-04-26 19:35:57,es
4524,Desghoule,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli:
champiñones:… https://t.co/U4PifFWOnS",2021-04-26 19:35:55,es
4525,u_vedoble_u,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 
champiñon… https://t.co/yJazRPejef",2021-04-26 19:35:02,es
4526,thierrismo,"usa 🤢 para marcar lo que no te gusta

mostaza: 🤢
pepinillo:
cilantro: 🤢
pizza con piña: 🤢
sushi: 🤢
brócoli: 🤢
champ… https://t.co/6gPOFveVSq",2021-04-26 19:34:18,es
4527,ruggedimples,"@ruggeritoglow hamburguesa

SI TU NO ESTAS",2021-04-26 19:34:17,es
4528,emockity,la hamburguesa de dream seguro te taparia todas las arterias pero anything 4 him,2021-04-26 19:33:43,es
4529,emi2288,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo:🤢
cilantro:🤢
pizza con piña:🤢
sushi:🤢
brócoli: 🤢
champiñones… https://t.co/x2e00W3DsW",2021-04-26 19:33:42,es
4530,i91LHWHS1,"pone 🤢 para lo que no comes
me copio 
mostaza: 🤢
pepinillo: 🤢
cilantro: no probe
pizza con ananá: 🤢
sushi: 🤢
brócol… https://t.co/vIG5akANAo",2021-04-26 19:33:28,es
4531,ruggemyamor,"@ruggeritoglow Hamburguesa

SI TU NO ESTAS",2021-04-26 19:33:11,es
4532,Chukitron,@LeticiaMG_86 @aguaymanzana no he visto nunca una hamburguesa en forma de pelota y color rosada..,2021-04-26 19:32:50,es
4533,lucharobot,"https://t.co/md5kV3SYiu [2021-04-03] (mluchatv) Canek, Joe Lider, Niño Hamburguesa vs Dave The Clown, Monsther Clown, Murder Clown",2021-04-26 19:32:48,en
4534,KrammerRafa,@RosamarillaR @AndridBot @adanmejia01 @ECastroES @nuevasideas @ARENAOFICIAL @FMLNoficial esta payasa de seguro comi… https://t.co/3QycSC6dZ0,2021-04-26 19:32:35,es
4535,iDanielaCarr,"Sí, sigo enojada porque la BTS meal no incluye una hamburguesa. https://t.co/yYX1pGWY1n",2021-04-26 19:32:21,es
4536,ttxension,dios me comería una re hamburguesa  tengo un hambre,2021-04-26 19:32:11,es
4537,ruggeritoglow,"Papas fritas o hamburguesa 

SI TU NO ESTAS",2021-04-26 19:31:57,es
4538,Tocanarices1,"Dice #MarlaskaDimisión que cuando llegaron los sobres al Ministerio él no estaba allí. 
Pobre ministro, que también… https://t.co/4BHNGU8mGf",2021-04-26 19:31:53,es
4539,eljoraka,"Usa 🤢 para marcar lo que no comes

mostaza:
pepinillo: 
cilantro:
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/MStEFhqBil",2021-04-26 19:31:44,es
4540,Bjxdith_,encima contaminan más comiendo carne por todo lo que tira la fábrica para realizar una simple hamburguesa https://t.co/muEofk2oqr,2021-04-26 19:31:28,es
4541,sofclaau,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli:
champiñones… https://t.co/FDep0j0WIQ",2021-04-26 19:31:14,es
4542,tsukillz,"usa ✖️ para marcar lo que no te gusta

mostaza:
pepinillo:
cilantro: 
pizza con piña:✖️
sushi: 
brócoli: 
champiñon… https://t.co/1Xr5AhpFfy",2021-04-26 19:30:37,es
4543,Lita88Megan,"Entonces son bisexuales, o como 🙄🤔 te puede atraer una hamburguesa con queso🤔 no pues hamburguesexual, perfecto 😂😂😂… https://t.co/IxglL8kU6N",2021-04-26 19:30:37,es
4544,tejemaneje_82,"@diariosevilla ""La nueva hamburguesa variante doble muntante de Burguer King"", ya la estoy viendo.",2021-04-26 19:30:26,es
4545,corpsesproc,"gringos qlos se quejan de la hamburguesa y con cuea saben cocinar gringos qlos, su pollo se ve mas blanco q ellos",2021-04-26 19:30:25,es
4546,Maldo_Army,"usa 🤢 para marcar lo que no comes 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli:
champiñones:
hígado: 
h… https://t.co/5wjbJ8csH2",2021-04-26 19:30:16,es
4547,guevaravaleriaj,"usa🤢lo que no comes

mostaza: 
pepinillo:
cilantro:
pizza con piña: 🤢
sushi: 🤢
brócoli: 
champiñones:
hígado: 
hamb… https://t.co/khOShgA5Z9",2021-04-26 19:30:06,es
4548,Ludorojock,"@Radioacktiva_ No puedo ver piña en una pizza, perro caliente o hamburguesa... me parece un crimen culinario. Ah y… https://t.co/YETQfn71Y3",2021-04-26 19:29:54,es
4549,JCGALVEZQ,"@la_portella Usa 🤢 para marcar lo que no comes

mostaza:🤢
pepinillo: 🤢
cilantro:
pizza con piña: 
sushi: 
brócoli:… https://t.co/q9edUGUM5L",2021-04-26 19:28:36,es
4550,donaDoIores,"usa 🤢 para marcar lo que no comes
mostaza:🤢
pepinillo:🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli:
champiñones:… https://t.co/77hIyrZbDS",2021-04-26 19:28:34,es
4551,jorgelu5809,#DatoCurioso La última vez que el Santos ganó de visita a Pachuca había comido hamburguesa y al rato me van a traer… https://t.co/vrRXwT2a9q,2021-04-26 19:28:01,es
4552,DanielBalbin,"@mr_guelelei usa 🤢 lo que no comes

mostaza:
pepinillo: 🤢
cilantro:
pizza con piña: 
sushi: 🤢
brócoli:
champiñones:… https://t.co/1T4yZbEB2y",2021-04-26 19:27:52,es
4553,Argeli_Eri,@khyonsmile_93 No puedo creer que hayas marcado a la hamburguesa...Mi corazón💔,2021-04-26 19:27:49,es
4554,dnfstyle,la hamburguesa de dream se ve asquerosa pero es dream así que se le perdona todo.,2021-04-26 19:27:42,es
4555,iChummy_,la puta madre dream me estoy a punto de poner a hacer ejercicio y vos subís q tenes una HAMBURGUESA te voy a cagar… https://t.co/YyIW6Uw0Gn,2021-04-26 19:27:19,es
4556,Argeli_Eri,"@khyonsmile_93 @BTS_twt usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña:🤢
sushi… https://t.co/Xoedy8nh7Y",2021-04-26 19:27:19,es
4557,yulianapaola14,qué ganas de comer hamburguesa.🥺,2021-04-26 19:27:16,es
4558,Camilo97021,"usa🤢lo que no comes

mostaza: 🤢
pepinillo:
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones: 
hígado: 
ham… https://t.co/faLncEJHrr",2021-04-26 19:27:12,es
4559,magdaviviana1,@Radioacktiva_ La hamburguesa #TheRockShow,2021-04-26 19:26:49,es
4560,LushianRodrigu1,"@SidarYRovirosa Se me antojo una pizza, unos tacos o una hamburguesa jejejeje.... Na mentira echale ganas 😅😅",2021-04-26 19:26:48,es
4561,Daalmarza,"Me quiero comer una rica hamburguesa con tocineta, queso cheddar, papas fritas😭.",2021-04-26 19:26:44,es
4562,danegamez,"Usa 🤢 para marcar lo que no comes

mostaza:
pepinillo: 
cilantro:
pizza con piña: 
sushi: 🤢
brócoli: 
champiñones:… https://t.co/kpjhOTp7Dp",2021-04-26 19:26:44,es
4563,GOTHB00,"@tinaxmoon EL AGUACATE ES SUPERIOR que quede bien o no en hamburguesa es otra cosa,,,,",2021-04-26 19:26:33,es
4564,enderweyy,lo siento pero ni en pedo m como la hamburguesa de dream xdon guauguau pero esta mas verde q tu,2021-04-26 19:26:24,es
4565,AleFabianaf,"En el laburo me dieron hamburguesa para almorzar, los amo dios",2021-04-26 19:26:12,es
4566,fernand__flores,¿Me prestas $100 pesos para invitarte una hamburguesa?,2021-04-26 19:26:10,es
4567,mr_guelelei,"usa 🤢 lo que no comes

mostaza:
pepinillo:
cilantro:
pizza con piña: 
sushi: 
brócoli:
champiñones:
hígado: 
hambur… https://t.co/9c6qkeulgS",2021-04-26 19:26:05,es
4568,Hans_el_Erizo,"Usa 🤢 para marcar lo que no comes

mostaza: 🤤
pepinillo:🤤
cilantro:🤤
pizza con piña:🤤
sushi:🤤
brócoli: 🤢
champiñone… https://t.co/SoNY56tpIm",2021-04-26 19:25:54,es
4569,froggieDan,"@bIucity lo uno que me gustó de la hamburguesa de dream es el pan, palta, lechuga y queso :]]",2021-04-26 19:25:42,es
4570,Lemon_pieuwu,@bIucity Nunca probé palta con hamburguesa pero si con su pan que rico,2021-04-26 19:25:35,es
4571,majosarmientod,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 
champiñone… https://t.co/Rj04alFEEc",2021-04-26 19:25:14,es
4572,THEGHXSTOFY0U,"— Me ofrecería a hacerte algo, pero no sé cocinar. A menos que estés bien con una Monochan —

ㅤㅤSuspiro dará, algo… https://t.co/3SM50zzzLU",2021-04-26 19:24:48,es
4573,GolDeRoncero,"usa 🤢 para marcar lo que no te gusta

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi:
brócoli: 🤢
champiñ… https://t.co/zhOMUMwJCr",2021-04-26 19:24:40,es
4574,LuciaCantos,Placer infravalorado: el perrito/hamburguesa al salir de la discoteca.,2021-04-26 19:24:22,es
4575,soydeyaa,estoy enferma y se me antoja una hamburguesa 🥺,2021-04-26 19:23:45,es
4576,houpink,"pone 🤢 para lo que no comes

mostaza: 
pepinillo: 🤢
cilantro:🤢
pizza con piña: 🤢
sushi: 🤢
brócoli:🤢
champiñones: 🤢… https://t.co/ZUgDn8VcqA",2021-04-26 19:23:44,es
4577,____area,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli:
champiñones… https://t.co/4dv95qLKR3",2021-04-26 19:23:15,es
4578,hhonkitty,ya pero ctm la hamburguesa qlia titánica aunq igual se ve rica,2021-04-26 19:23:14,es
4579,lowHemoglobina,"@Kleurkis mostaza:🤢
pepinillo:🤢
cilantro:🤢
pizza con piña:🤢
sushi:🤢 
brócoli:🤢
champiñones:🤢🤢
hígado:🤢🤢🤢🤢
hamburgue… https://t.co/Oww87J3hfV",2021-04-26 19:23:08,es
4580,grrmnho,@LINOSCB97 sameee odio el tomate * se clava una hamburguesa *,2021-04-26 19:23:01,es
4581,xingnya,"mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 🤢
brócoli: 
champiñones: 
hígado: 🤢
hamburguesa: 
hot dogs… https://t.co/bVqnaGtAYC",2021-04-26 19:22:50,es
4582,OmniaHD4,Si hasta le agrego palta a la hamburguesa ✨✨ https://t.co/RdhVMcBgkH,2021-04-26 19:22:45,es
4583,mega_avocado,Pues yo creo que el pepinillo queda bien en la hamburguesa,2021-04-26 19:22:31,es
4584,Franco2485,"Usa 🤢 para marcar lo que no comes

mostaza: 🤤
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 🤢
sushi: 🤢
brócoli: 🤤
champi… https://t.co/8J2yeF9JAX",2021-04-26 19:22:25,es
4585,_soffiabenitez,ta mal si m muero por desayunar papas con cheddar y hamburguesa? 😭,2021-04-26 19:21:06,es
4586,Kleurkis,"Usa 🤢 para marcar lo que no comes.

mostaza:
pepinillo:
cilantro:
pizza con piña:🤢
sushi: 
brócoli:
champiñones:
hí… https://t.co/kgvSsiho2W",2021-04-26 19:21:02,es
4587,Lemon_pieuwu,"Wtf hamburguesa está como 35 soles,,,,",2021-04-26 19:21:01,es
4588,Alejandrarendn,"usa🤢lo que no comes

mostaza: 
pepinillo:
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones: 
hígado:🤢
hamb… https://t.co/1t23QoilwW",2021-04-26 19:21:00,es
4589,vesdape,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli:
champiñones:… https://t.co/NUB9N65cpf",2021-04-26 19:20:50,es
4590,fernan_aux,Nunca pensé que podía tener la fuerza de voluntad y disciplina suficiente para hacer dieta.. me quedan dos semanas… https://t.co/hZIjtnlYjL,2021-04-26 19:20:50,es
4591,Pinchewisplay,"usa 🤢 para lo q no comes

mostaza: 
pepinillo: 
cilantro: 🤢
pizza con piña: 🤢
sushi: 
brócoli: 
champiñones: 
hígad… https://t.co/pHjQqA4Nlj",2021-04-26 19:20:40,es
4592,bxhonkk,34 SOLES LA HAMBURGUESA DE DREAM X DIOS,2021-04-26 19:20:33,es
4593,giannavicenzo1,"Estoy haciendo ejercicio pensando en comer hamburguesa, que soy?",2021-04-26 19:19:48,es
4594,agos_gamarra23,siempre voy a tener ganas de una buennnnaaa hamburguesa,2021-04-26 19:19:41,es
4595,manolitokitkat,"Yo me comí una hamburguesa cruda por orgullo
https://t.co/nMiYMtvpob",2021-04-26 19:19:29,es
4596,lhhtbxl91,"pone 🤢 para lo que no comes

mostaza: 🤢
pepinillo: 🤢
pizza con piña: 🤢
sushi: 🤢
brócoli:🤢
champiñones: 
hígado: 🤢
h… https://t.co/TCnLK63kjm",2021-04-26 19:19:11,es
4597,cuddlingchris,@kqzinoo jamón serrano y cualquier tipo de embutidos en general incluyendo el queso que solo me gusta si es super s… https://t.co/CP6gj0tGCm,2021-04-26 19:18:53,es
4598,ughterremoto,"usa 🤢 para lo q no comes

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones: 
hígado… https://t.co/9zWD7qfvLU",2021-04-26 19:18:42,es
4599,Lima_Cero,"Usa 🤢 para marcar lo que no comes

mostaza: 🤤
pepinillo: 🤤
cilantro: 🤤
pizza con piña: 🤤
sushi: 🤢
brócoli: 🤤
champi… https://t.co/a4TDEl1ayN",2021-04-26 19:18:32,es
4600,VGG0916,Nunca pensé que podía tener la fuerza de voluntad y disciplina suficiente para hacer dieta.. me quedan dos semanas… https://t.co/CqXVA6OZES,2021-04-26 19:17:44,es
4601,daniela_ruiz17,"Quiero una hamburguesa, pero últimamente he estado rompiendo la dieta consintiéndome con 5 rebanadas de pastel de chocolate 🥴",2021-04-26 19:17:41,es
4602,SebastiSebasti1,"Esta lista la cena 😜 #KFC
#Hamburguesa 😋🍔🍟 https://t.co/dTXETwudDP",2021-04-26 19:17:37,es
4603,BianchiDieg0,"Usa 😭 para marcar lo que no comes

Mostaza: 
Pepinillo: 
Cilantro: 😭
Pizza con piña: 😭
Sushi: 
Brócoli: 😭
Champiñon… https://t.co/hv7y3G5P8D",2021-04-26 19:17:31,es
4604,PHwaHwa,no me gusta la hamburguesa,2021-04-26 19:17:28,es
4605,iibesthouie,"pone 🤢 para lo que no comes

mostaza: 🤢
pepinillo: 
pizza con piña: 🤢
sushi: 🤢
brócoli:
champiñones: 🤢
hígado: 🤢
ha… https://t.co/tFaaRBIBbA",2021-04-26 19:17:24,es
4606,la8deAlianza,"usa 🤢 para marcar lo que no comes

mostaza:
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/u2DK4Sd2FG",2021-04-26 19:17:17,es
4607,C4TB0YD14M0ND,"@quackitylwt cw food

la wea cara acá una hamburguesa vale 2 lucas,,,,",2021-04-26 19:17:01,es
4608,dabbluee,"usa cara fea para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champ… https://t.co/JS50Ob3912",2021-04-26 19:16:57,es
4609,firuchilandia,"Usa 🤢 para marcar lo que no comes

mostaza:🤢
pepinillo: 
cilantro:
pizza con piña: 🤢
sushi: 
brócoli: 
champiñones:… https://t.co/wjyIux3mBi",2021-04-26 19:16:41,es
4610,bxhonkk,"@pondishyy si me gusta la palta, es q hamburguesa no😭😭😭😭",2021-04-26 19:16:33,es
4611,mariacla0294,"Usa 🤢para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñone… https://t.co/McfocLX0J4",2021-04-26 19:16:13,es
4612,FWLHN01,@TBSL91LT @Harry_Styles I vote #WatermelonSugar by @Harry_Styles for #BestMusicVideo at the #iHeartAwards hamburguesa,2021-04-26 19:16:13,en
4613,dxnuchis,ando queriendo una hamburguesa con todo mi ser,2021-04-26 19:15:59,es
4614,MogollonMilla,"Usa 🤢 para marcar lo que no comes

Mostaza: 
Pepinillo: 🤢
Chanfainita: 🤢
Pizza con piña: 🤢
Sushi: 
Brócoli:  
Inka… https://t.co/zSxlvGXk9A",2021-04-26 19:15:45,es
4615,SAPNAPTASTIC,"la dream burger está mal, solo debería tener lechuga, pepinillo y palta. sin pan ni hamburguesa",2021-04-26 19:15:36,es
4616,kkupe_horan07,"pone 🤢 para lo que no comes
me copio 
mostaza: 🤢
pepinillo: 🤢
cilantro: ¿¿? 
pizza con ananá: 🤢
sushi: 🤢
brócoli:🤢… https://t.co/0EGaGzE2ZT",2021-04-26 19:15:35,es
4617,Leomon81746568,@willowofwood_1 Es el que más folla entre hamburguesa y hamburguesa en Chueca.,2021-04-26 19:15:24,es
4618,imilkbreads,@melkzme Hamburguesa,2021-04-26 19:15:14,in
4619,pondishyy,"@bxhonkk 🔫 la palta va bien con todo, jamás he probado en hamburguesa pero ya de por si sé que sería buena",2021-04-26 19:15:13,es
4620,AmayraniSR,@darthkhalar Wey pensé en una hamburguesa jajs,2021-04-26 19:15:04,es
4621,sariguaa,"Hear me out... hamburguesa de rock burger con chimichurri, salsa chipotle y aros de cebolla (dentro de la hamburguesa ofc). Game changer.",2021-04-26 19:14:41,es
4622,Julifrisky,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñone… https://t.co/2sCrIHDMyf",2021-04-26 19:14:27,es
4623,i93ths,"pone 🤢 para lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: ¿¿? 
pizza con ananá: 🤢
sushi: no comí
brócoli:🤢
cha… https://t.co/UF9COkT0BS",2021-04-26 19:14:21,es
4624,BeatrizBeagarbo,"La mejor manera d despedir un día complicado es una buena cena!!!

Hamburguesa casera y completa con salsa especial… https://t.co/WLRExji7Gd",2021-04-26 19:14:17,es
4625,vanteenager,"34 soles la hamburguesa,,,,,,,,,,,,,,, la kiero",2021-04-26 19:14:12,es
4626,honkquity,la gente superior le saca los pepinillos a la hamburguesa,2021-04-26 19:13:32,es
4627,bxhonkk,@pondishyy osea q te gusta la palta en tu hamburguesa?? creo q llego la hora de romper el moot💔...............,2021-04-26 19:13:16,es
4628,iR0SIEG0TH,@S4T4NB0Y Esa hamburguesa literalmente ya habla lol 🤢,2021-04-26 19:13:01,es
4629,AltoMiope,Ya poh mándense una hamburguesa pa acá 🤪🤪 #La210Anime,2021-04-26 19:12:44,es
4630,S4T4NB0Y,La rebomba hamburguesa tiene aguacate 😢,2021-04-26 19:12:16,es
4631,quackitylwt,"6.000 pesos chilenos la hamburguesa, no puede ser https://t.co/JkVjgf16Zg",2021-04-26 19:12:15,es
4632,la_portella,"Usa 🤢 para marcar lo que no comes

mostaza:
pepinillo: 
cilantro:
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/G923WTLYf2",2021-04-26 19:11:35,es
4633,hotpixel,"Usa 🤢 para marcar lo que no comes

mostaza: 🤤
pepinillo: 🤢
cilantro: 
pizza con piña: 🤤
sushi: 🤢
brócoli: 🤢
champiñ… https://t.co/EwV5ebEcXI",2021-04-26 19:11:35,es
4634,lHailel,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 
ci
culantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 
champi… https://t.co/s7gJmEgxQV",2021-04-26 19:10:58,es
4635,MikaMagari,"Usa 😰para  lo que no comes

mostaza:
pepinillo: 
cilantro: 
pizza con piña:😰
sushi: +o-
brócoli: 
champiñones: 
híg… https://t.co/rx3xEfFAo5",2021-04-26 19:10:32,es
4636,cherryskook,pero mira lo q es ESOOOOOOOO no se ni q dice el tuit nada más se q tengo hambre y quiero esa hamburguesa https://t.co/P0HTP1rwVO,2021-04-26 19:09:59,es
4637,SenseiLevantao,"Usa ❌ para marcar lo que no comes. 

jamón:
mostaza:❌
pepinillo: ❌
cilantro: ❌
pizza con piña: ❌
sushi: ❌
brócoli:… https://t.co/A6YcDJWcDS",2021-04-26 19:09:59,es
4638,folklpre,"pone 🤢 para lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro:🤢
pizza con piña: 🤢
sushi: 🤢
brócoli:🤢
champiñones: 🤢… https://t.co/v8UzCx0Hjq",2021-04-26 19:09:32,es
4639,AkiraKirZ4,"usa 🤢 para lo q no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña:  
sushi: 
brócoli: 
champiñones: 
hígado… https://t.co/0XfHNV8Bbt",2021-04-26 19:09:22,es
4640,RXCKST0R,Creo que fue malo comer hamburguesa.,2021-04-26 19:09:00,es
4641,gabrielbin,"usa para marcar lo que no comes
mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones: 
h… https://t.co/Tm7p05sIgz",2021-04-26 19:08:27,es
4642,BoquenseTandil,"Usa Cara de náusea para marcar lo que no comes

Mostaza: 
Pepino:
Cilantro: 🤢
Pizza con ananá: 🤢🤢🤢🤢🤢🤢🤢🤢
Sushi: 🤢
Br… https://t.co/PL0xxGHdqR",2021-04-26 19:08:04,es
4643,tecnotron8,"@LuisN4K hamburguesa no existe ya, la sacaron de la rae burga manda",2021-04-26 19:07:35,es
4644,__mlopezar,"usa🤢lo que no comes

mostaza: 
pepinillo:🤢
cilantro:
pizza con piña: 
sushi: 🤢
brócoli: 
champiñones:
hígado: 
hamb… https://t.co/aTdYsVg0OJ",2021-04-26 19:06:56,es
4645,florencegff,"pone 🤢 para lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro:🤢
pizza con piña: 🤢
sushi: 🤢
brócoli:🤢
champiñones: 🤢… https://t.co/eo5nnvy9v2",2021-04-26 19:06:48,es
4646,S4T4NB0Y,AMIFOS YA M DIO ASCO LA HAMBURGUESA MALDITA SEA 😢😭,2021-04-26 19:06:35,es
4647,genesisariza_,@YoemarAguero Coño yeikito una hamburguesa por esa labia JAJJAAJAJJA los amooo😭😭😭,2021-04-26 19:06:17,es
4648,sugangelical,"cw food
⁠⁠⁠⁠⁠⁠⁠⁠
⁠⁠⁠
usa🤢 para marcar lo q no comes
mostaza: 
pepinillo: 
cilantro: 
pizza con piña:
sushi: 
brócol… https://t.co/wjm2YXnruz",2021-04-26 19:06:07,es
4649,qsackity,@quackity4k alex vas a comer la hamburguesa de dream y mr beast ??,2021-04-26 19:05:57,es
4650,DelAnchor,"@83Leonce Yey, hamburguesa ✨",2021-04-26 19:05:49,in
4651,t6mlinsn,"pone 🤢 para lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro:🤢
pizza con piña: 🤢
sushi: 🤢
brócoli:🤢
champiñones:… https://t.co/NIBvfS02fs",2021-04-26 19:05:33,es
4652,luthara_,la hamburguesa de dream mínimo te tapa 5 arterias y te da 3 problemas estomacales diferentes pero oooo tiene una pinta tan rica,2021-04-26 19:05:33,es
4653,S4T4NB0Y,@iR0SIEG0TH quiero 1 hamburguesa mmato,2021-04-26 19:05:23,es
4654,JessicaSolano,"usa 🤢 para marcar lo que no comes

mostaza:
pepinillo: 
cilantro: 🤢
pizza con piña: 🤢 🤢 🤢
sushi: 
brócoli: 🤢
champi… https://t.co/ZO3zIS6RSt",2021-04-26 19:05:13,es
4655,belll5000,Cuando escuche esto marlaka se va corriendo a comerse otra hamburguesa. https://t.co/JJfLPnLqXq,2021-04-26 19:04:32,es
4656,vl4d0ftduki,"Usa Cara de náusea para marcar lo que no comes

Mostaza: 
Pepino:🤢
Cilantro: 
Pizza con ananá: 🤢
Sushi: 🤢
Brócoli:… https://t.co/VMWUr7ojA1",2021-04-26 19:04:22,es
4657,luiscamposvela,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 
champiñon… https://t.co/Fvyl8RlMYN",2021-04-26 19:04:21,es
4658,Arisu_Mars,Tengo demasiadas ganas de comerme una buena hamburguesa,2021-04-26 19:04:10,es
4659,iMEGUMiL0VEB0T,"usa🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 🤢
pizza con piña:
sushi: 🤢
brócoli: 
champiñones… https://t.co/JAwnNfBjiP",2021-04-26 19:04:05,es
4660,MaxLovesBolin,"Usa🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi:❓
brócoli: 🤢
champiñones… https://t.co/rUUPqfXYLd",2021-04-26 19:04:04,es
4661,_asawin_,Solo una hamburguesa del corral bastará para sanarme,2021-04-26 19:04:03,es
4662,roberthewitt2,"#LaMalditaTentaciónDe encender tu fuego, disfutar de tu carne, comerte completa y saciar mi hambre de tí.  
""Robert… https://t.co/EQxRb332gI",2021-04-26 19:04:00,es
4663,AnuarArenas,"usa🤢lo que no comes

mostaza: 
pepinillo:🤢
cilantro:
pizza con piña: 
sushi: 🤢
brócoli: 🤢
champiñones:
hígado: 🤢
ha… https://t.co/YdNUj2k0R2",2021-04-26 19:03:37,es
4664,voidmarteII,dream yo te quiero mucho pero si alguien se clava esa hamburguesa no sale del baño por tres dias hno,2021-04-26 19:03:36,es
4665,sofiaguibert16,"Quiero una hamburguesa doble cuarto de libra está bien, alguien q me regale🥺",2021-04-26 19:03:15,es
4666,IaStrange,@MaAnNdYzZ Lo dudo. La hamburguesa podría hacerme sentir muy mal por el Crohn 😂,2021-04-26 19:03:14,es
4667,Dekis062,"Quiero reportar la modalidad de @RappiColombia resulta que el. Dia de ayer pedí por la aplicación una hamburguesa,… https://t.co/MGEdjwbNt3",2021-04-26 19:03:06,es
4668,KaworuPunk,"usa🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña:🤢
sushi: 
brócoli: 
champiñones:… https://t.co/KIBolZRaBG",2021-04-26 19:03:03,es
4669,ana_konda23,"usa 🤢 para lo q no comes

mostaza: 
pepinillo: 
cilantro: 🤢
pizza con piña:  
sushi: 
brócoli: 🤢
champiñones: 🤢
híg… https://t.co/6vNwTypyc3",2021-04-26 19:02:57,es
