,screen_names,texts,dates,langs
790,IvanDiasMarque1,@Skynet_PI ¿Y por un combo de hamburguesa con papas?,2021-04-23 21:53:03,es
791,_fco_javier,Veo una foto de una hamburguesa con doble queso y tocino - - - &gt; Me dan ganas de comer una hamburguesa con doble qu… https://t.co/r1y5zAsmNI,2021-04-23 21:41:09,es
792,SantacruzStefy,"@purppleamiec Quisiera comer una hamburguesa con Sprite junto a Hobi 💚
#ARMYDraculaEC
#FloreciendoconBTS https://t.co/fHIHNS0SXu",2021-04-23 21:36:25,es
793,JocelinSMO,Mi gerente es la mejor. Nos trajo una hamburguesa con papitas. ❤,2021-04-23 21:23:46,es
794,frannperger,deseo una hamburguesa con una coca,2021-04-23 21:19:52,es
795,MilaPistone,Mi novio come la hamburguesa con cubiertos un fav y lo cambio https://t.co/8x9SI1PLu4,2021-04-23 21:19:19,es
796,Hlodowig_93,"Por lo menos he llegado cenado, menuda hamburguesa con patatas me he metido entre pecho y espalda, una pena que no… https://t.co/GGGOY3hvSP",2021-04-23 21:19:11,es
797,FabiMansilla07,"Quiero, va necesito comer una hamburguesa con papas fritas",2021-04-23 21:17:57,es
798,fer_rodriguez84,"La vida fit me encanta, pero que ganas de atascarme una hamburguesa con un chingo de papas 😍",2021-04-23 21:03:38,es
799,ann_omg,"Quizá una hamburguesa con bastante salsa y mucha grasa no arreglaría todos mis problemas, pero me haría sentir muy bien",2021-04-23 20:48:29,es
800,Luis27876043,Quiero comer hamburguesa con una chica que me quiera.,2021-04-23 20:47:52,es
801,jazzminaz,@jfespinola @lilacm Yo voy a comer hamburguesa con papitas https://t.co/LbyA255EmV,2021-04-23 20:33:32,es
802,Fiorelladuart,Una hamburguesa con papas fritas no solucionaría mis problemas pero ayudaría bastante,2021-04-23 20:31:30,es
803,poetaenelexilio,"Mejor sonrisa y con su desparpajo. Él con su mochila de miedo y temores, pero se derretia por ella, porque realment… https://t.co/g03b5P13TT",2021-04-23 20:30:09,es
804,Chema_Harrison_,@neptanium Una hamburguesa con papas 🙊 https://t.co/XtpuQIPk4j,2021-04-23 20:29:17,es
805,otnaanto7,@Akirajb61 @JAYBDEF___ @marktuan @JacksonWang852 @GOTYJ_Ars_Vita @BamBam1A @yugyeom @GOT7Official Hamburguesa con h… https://t.co/KSEb8Q1BWg,2021-04-23 20:26:01,es
806,DavidLoppacher,"Lo que necesito es una hamburguesa con papas, coca y un abrazo.",2021-04-23 20:21:57,es
807,ivannardzn99,Que pedo con las ganas que tengo de una hamburguesa con tocino y mucho queso,2021-04-23 20:10:54,es
808,stormwavie,qué ganas de una hamburguesa con papas 😩😩😩,2021-04-23 19:53:29,es
809,Livieeeeer,"yo: tengo un chingo de hambre

victorache: qué quieres bb?

yo: una hamburguesa con piña pero de las que no son de… https://t.co/5ZSH50FgBj",2021-04-23 19:50:11,es
810,MariaVv28,Estoy babeando con el olorcito del bocadillo de hamburguesa con jamon y queso que se está haciendo mi madre y yo me… https://t.co/tkDrBaz7oh,2021-04-23 19:38:34,es
811,fernandezz_0,La carita de felicidad de mi novio porque estaba comiendo hamburguesa con papitas no la cambió por nada jajaja.💘,2021-04-23 19:35:49,es
812,GHFantasma,"@eilanbayx Una hamburguesa con huevo, bacon y queso para mi, porfavor 🙋🏼‍♂️",2021-04-23 19:28:33,es
813,eilanbayx,hamburguesa con huevo bacon y queso o canelones? 😭,2021-04-23 19:26:03,es
814,_ceciromero,que fruta noble la hamburguesa con queso y panceta.,2021-04-23 19:21:49,es
815,williedevilletv,"Oh, cielos. Irresistible antojo 'e hamburguesa con doble queso y tocino. https://t.co/pAo4VhKMaw",2021-04-23 19:20:19,es
816,afelo1991,@CharAssnable1 Después de que acabe su decimotercera hamburguesa con la carrotanque.,2021-04-23 19:18:31,es
817,DonCome10521014,@MamiGA82 Hamburguesa con h xdddd,2021-04-23 19:08:31,es
818,todomasomenos,el género videos yanquis cocinando es lo peor que vi en mi vida si veo a una persona mas licuando una hamburguesa c… https://t.co/s6vAney2Kw,2021-04-23 19:03:21,es
819,Gonzamj08,@padawanMichel Aquí la hamburguesa con 6 embriones de pollo https://t.co/OdxZlCS1N6,2021-04-23 19:01:25,es
820,Tortuga_Felz,Me comí una chuleta de pescado con vegetales y honestamente una hamburguesa con papas fritas hubiese estado mejor,2021-04-23 19:01:25,es
821,ramiro_0017,Que ganas de volver a comer una hamburguesa con abundantes condimentos la concha de la lora 😞,2021-04-23 18:55:47,es
822,missing_ushio,"Si el Ingeniero Dextre me contesta, sorteo una hamburguesa con los que le den fav a este twit 🥺",2021-04-23 18:47:45,es
823,musas_paraguay,"Hamburguesa con papas fritas
700g de carne molida
1 cebolla
1 locote verde
Condimento para carne
Sal
1 huevo
c/n de… https://t.co/svhbj8dD6X",2021-04-23 18:47:41,es
824,noelfree_,en graná dos euros y me ponen una hamburguesa con patatas tipo ración https://t.co/tM585XbGHL,2021-04-23 18:41:24,es
825,Len32920880,Q ín che hambreee! Ganas de una hamburguesa con sus papas 😍,2021-04-23 18:37:06,es
826,GordoPesimista,"Ser de EEUU tiene que ser la hostia, comerte un menú whopper con un batido de fresa y sentir como se funden en tu b… https://t.co/tTdqKJ0nfH",2021-04-23 18:33:42,es
827,absolut_azul,Lo bueno de ser ambidiestro es que puedes usar el mouse con la izquierda mientras sostienes tu hamburguesa con la d… https://t.co/dJjstnEMEG,2021-04-23 18:28:16,es
828,paulacoudannes,Acabo de ver a una en instagram que quiere comer sano entonces a la hamburguesa con cheddar y panceta le cambia el… https://t.co/9q4xtU8I39,2021-04-23 18:17:23,es
829,_ElProfesor,Cuando nos bajamos el bocadote de hamburguesa con Coca-Cola. https://t.co/XnTy7aMKaO,2021-04-23 18:17:14,es
830,Limerencia06,Qué ganas de hamburguesa con papitas y una coca cola bien fría.,2021-04-23 18:03:59,es
831,fabypanda23,Yo solo quiero una hamburguesa con todo 😓😓😓,2021-04-23 17:53:27,es
832,naadiamedina,"Que gorda que estoy tengo una re panza😩
5min después: unas ganas de hamburguesa con muchas papas fritas",2021-04-23 17:53:05,es
833,rubscastllego,"Una hamburguesa con fresas sería ASQUEROSO, pero que TU Y YO fuéramos más que amigos sería ASQUEROSAMENTE DELICIOSO!! #ELTOXICO",2021-04-23 17:32:05,es
834,JIKOGREY,"❌ ir a educación física 
✅ cocinar hamburguesa con papas fritas",2021-04-23 17:26:41,es
835,ZulmaGil95,Se me antojó una hamburguesa con un chingo de queso manchego y un chingo de guacamole.🥴🤤,2021-04-23 17:22:43,es
836,75ssma,Pedí un perro y una hamburguesa con papitas y todo me salió en 10k que felicidad tan barata,2021-04-23 17:16:05,es
837,karrrrrime,"Aquí la respuesta:
Una coquita, flats para andar cómoda, una hamburguesa con papitas y Halloween. https://t.co/T1ccVPTl7x",2021-04-23 17:14:27,es
838,canderodrigguez,"quiero una hamburguesa con papas fritas y coca, pero tambien quiero un cafe con leche con medialunas o pastrafrola,… https://t.co/4f3RAY8DeG",2021-04-23 16:56:48,es
839,davidricardo97,@milkysaucy mor pero yo como hamburguesa con tenedor :ccc t falle JAJAJAJAJAJ,2021-04-23 16:43:46,es
840,CaritoGRuiz,Me clavaría una hamburguesa con cheddar y papas pero  el bicho me afecto la panza. Lym,2021-04-23 16:34:25,es
841,Cabeglm,Te participo en un sorteo de hamburguesa con dolor de estómago,2021-04-23 16:34:25,es
842,gldbrush,me acabo de mandar una hamburguesa con todo lo que se imaginen y en 10 minutos tengo gimnasia,2021-04-23 16:29:11,es
843,Milimolinari4,"Me clavé alta hamburguesa con huevo, jamón, lechuga, tomate y mayonesa. Y  recién ahora me dí cuenta que tengo que… https://t.co/XrRoh1I6rG",2021-04-23 16:07:21,es
844,alezapataaa,Quiero una hamburguesa con malteada de los corrales 🤤,2021-04-23 15:53:44,es
845,OriSalamonini2,"una hamburguesa con papitas, bastará para sanarme 🤣🥲💕",2021-04-23 15:52:47,es
846,B_renda_c,Estoy te antojada de una super hamburguesa con papas 🐷💁,2021-04-23 15:28:46,es
847,Soff016,"Me estoy comiendo una super hamburguesa CON AGUA , mis compañeros me dijeron de todo 🤣",2021-04-23 15:26:51,es
848,charlyvaca37,"@Negrordico MUCHAS GRACIAS  HERMANO..
PERO TE CAMBIO ESE SIX
POR UNA DELICIOSA  HAMBURGUESA CON PAPAS... ESTILO
WAR… https://t.co/ndCuUx3pRF",2021-04-23 15:16:24,es
849,camiisolis_,QUE GANAS DE UNA BUENA HAMBURGUESA CON PAPAS 😋,2021-04-23 15:16:01,es
850,Diego_silva46,"Tengo ganas de comer hamburguesa con nuggets, bien fitness lo mío",2021-04-23 14:48:10,es
851,Adzu92,De los creadores de la hamburguesa con papas extra de ketchup triturada y la tarta bomba calórica de Jason Derulo l… https://t.co/n1e7ixiEDn,2021-04-23 14:33:59,es
852,danialcantara__,"jajaj soñé con patties de hamburguesa con el sello lv, el verdadero trauma jajaj",2021-04-23 14:24:54,es
853,PaulinaStorari,@JereGerlero Jere yo te llego a hacer eso me agarras y me decís a ver vamos a comprar una hamburguesa con papas seguro se te pasa. Y SI🥺☺️🥰😭,2021-04-23 14:10:44,es
854,BTS_leyendas,Les pasa que desde que salió la collab de bangtan x McDonald's tienen ganas de comer una hamburguesa con papas frit… https://t.co/aWlUQqxi85,2021-04-23 13:59:37,es
855,KhendraZ,Me comí una hamburguesa con papas a las 10:30 es normal ?,2021-04-23 13:57:34,es
856,renatexs,"@ovelar_paula Hamburguesa con coca cola, ahí va.",2021-04-23 13:42:53,es
857,Uchi_666,Dame una hamburguesa con papitas,2021-04-23 13:32:56,es
858,DJ_Diego02,Se me había olvidado publicar la pedazo de hamburguesa con patatas y Cocacola que me he comido antes. 🤤 https://t.co/zcwk1Ei9B4,2021-04-23 13:19:32,es
859,Limila7,@yo_hacen @_adorablepuente @GPCocina Hamburguesa con H,2021-04-23 13:18:58,es
860,fefisanchez,@KarenChSolorzan Yo también jaja hamburguesa con dulce 🥺🥺,2021-04-23 13:13:28,es
861,Aleescarcena_,quiero una hamburguesa con extra queso RN 🧍🏽‍♀️,2021-04-23 12:57:10,es
862,bermudez__,"Quiero una hamburguesa con tres kilos de queso azul, tocineta y cebolla caramelizada, gracias",2021-04-23 12:53:22,es
863,_robarrientos_,Soñe que harry me contestaba los mensajes EN ESPAÑOL jajajajajajajajwkqjajajaja ro no comes más hamburguesa con cheddar a la noche,2021-04-23 12:21:49,es
864,dxcomplexx,Tenía rato que no me despertaba con gastritis nivel Dios... ahhh pero el niño quería una hamburguesa con todo de Pa… https://t.co/0ruSidedVT,2021-04-23 12:18:22,es
865,villasenor_dany,Es normal que se me antoje una hamburguesa con papitas a las 7am???,2021-04-23 11:56:09,es
866,mat_giov,"@elocorober Buen día, Robert! Hamburguesa con papas fritas y somos felices 🥰",2021-04-23 11:43:39,es
867,HecoxJessica,"“ Qué tal. “ 

Contesto mientras sacaba su almuerzo de la bolsa, consistía en una simple hamburguesa con queso. 

Y… https://t.co/FLnTZxI7Vw",2021-04-23 11:39:08,es
868,alejandroneme_7,"@oscar_lauri44 @EiProfeta La obra de Tolkien es alta fantasía, y Harry Potter baja fantasía. Es como comparar una h… https://t.co/vbV8RtC9bO",2021-04-23 11:37:27,es
869,CesarSecas,"@agarzon Mira mira una hamburguesa con pan con gluten . A por ella chico , venga cógela",2021-04-23 09:57:18,es
870,ToniMoreno97,"@MisofonicoDel97 Si si, es llamar la atención completamente. Es llevar lo videos de tasty al extremo. Yo estos ya (… https://t.co/dh728OwWc0",2021-04-23 09:17:07,es
871,twantonelladg,Yo: bueno vamos a comer tranqui cosa de que no caiga pesado después además cuanto más sano coma más linda voy a ten… https://t.co/Fc64OKwerA,2021-04-23 08:56:09,es
872,anunciosmexico1,"Burger King: Combo de Hamburguesa con Queso + 1 Cono Sencillo por $55 (cupón) https://t.co/vbntuq9pe7

Burger King:… https://t.co/QB59Qsi4L3",2021-04-23 08:05:31,es
873,Mili_Chirino26,Que ganas de comer una buena hamburguesa con mucho cheddaaaar,2021-04-23 08:04:08,es
874,CaaroLeon1,d repente me dieron ganas de comer una hamburguesa con queso,2021-04-23 07:50:36,es
875,lovesrauhl,"@wesxbieber De México, solo que en otro estado estaban pidiendo la hamburguesa con el jamón y se me hizo muy extrañ… https://t.co/LadLBpfYjZ",2021-04-23 07:22:03,es
876,Emsss_01,Y yo como por qué quiero una hamburguesa con papitas a esta hora ombe??!!!,2021-04-23 06:42:04,es
877,moodyshawty_,diablo solo invitenme a comer una hamburguesa con todo y me caso,2021-04-23 06:38:58,es
878,quieroahoseok,el vendedor de mcdonalds al ver a bangtan yendo a buscar una hamburguesa con papitas en trajes de louis vuitton 😛 https://t.co/CjmaavAgal,2021-04-23 06:15:46,es
879,a3vida_,"*Como tener un abdomen plano*
Mientras se come una hamburguesa con una coca",2021-04-23 06:14:45,es
880,Ame__Lee,Quiero una hamburguesa con mucho queso 🥲,2021-04-23 06:13:41,es
881,KLejarza,"También una nieve 🍧,una hamburguesa con papas 🍔🍟, sushi 🍣 y un frappe 🧊",2021-04-23 05:25:04,es
882,kim_thoughts,Con este estrés que me ando cargando solo quiero una enorme hamburguesa con papas de camote 🤤,2021-04-23 04:56:52,es
883,idkwhoiamp,Se me antojo una hamburguesa con papitas,2021-04-23 04:47:11,es
884,swett_dome,Estoy en mi momento dónde tengo pensamientos suicidas te lo digo y no veo que me envíes un combo triple de hamburgu… https://t.co/PbfkubNr2C,2021-04-23 04:45:43,es
885,BaruchConCH,"@cristorost El pedo es que ocupas las dos manos para comer hamburguesa, con la pizza chance y puedes twittear algo o ver tiktok agusto",2021-04-23 04:40:38,es
886,AguirreMariel,"@lautaromansi yo quiero comer hamburguesa con lechuga y tomate, y un choclo con mayonesa",2021-04-23 04:34:07,es
887,recetasdejujo,"Sartén de hamburguesa con queso más ligera con champiñones y suizo
https://t.co/i0J42GLfY8
 #Recetas https://t.co/xIukn03Wns",2021-04-23 04:32:31,es
888,Colo_Notario,Que ganas de una hamburguesa con papas y queso,2021-04-23 04:25:05,es
889,alexiaVgonzalez,Hamburguesa con manteca jajajaja una re loca come lo que sea,2021-04-23 04:19:18,es
890,Valenvp98,Que rico una hamburguesa con esta hambre 🥺🥴,2021-04-23 04:16:37,es
891,IHugKyoong,@loeytqm nunca voy a superar la hamburguesa con cereal rip chanyeol guatita,2021-04-23 04:15:05,es
892,IHugKyoong,LA HAMBURGUESA CON CERAL ?@??+? como https://t.co/k8RxeikQxu,2021-04-23 04:09:25,es
893,esaesmivespa,"¿Ya dije que los deliveries de Las Toscas, Atlantida y Parque del Plata son mejores que cualquiera de la ciudad?

B… https://t.co/BL0IR2N21N",2021-04-23 04:08:54,es
894,dgzc11,Tengo antojos de un combo de hamburguesa con malteada y acá por mi casa no venden nada así topppp.,2021-04-23 03:59:59,es
895,jc_calatayud,"@gavinci7 Hamburguesa con huevo estrellado, neta no se me antoja.",2021-04-23 03:57:17,es
896,martinemeromero,@andy_petrista Hamburguesa. Con h,2021-04-23 03:57:10,es
897,melcitta,Me clavaría una hamburguesa con cheddar a cualquier hora del día,2021-04-23 03:55:14,es
898,robpalaciosf,"Todo el día comiendo saludable y haciendo ejercicio para que en la cena me coma una hamburguesa con papas. 

Balance perfecto👌🏻",2021-04-23 03:51:29,es
899,AndreAranda21,"Hoy entrené un montón, duro, con fuerza... Para terminar comiendome una hamburguesa con limonada de coco, ¡ay Andrea Aranda por favor! .",2021-04-23 03:40:58,es
900,ltperfectw,@onlysshe hamburguesa con papas fritas,2021-04-23 03:40:40,es
901,gonza_sese21,"Que lindos los cupones de pedidos ya, $100pe una hamburguesa con una lata",2021-04-23 03:34:36,es
902,chinimarti19,Me muero de ganas por una hamburguesa con queso de mc,2021-04-23 03:32:57,es
903,Leii_ayala,No hay un dia que no desee una hamburguesa con cheddar. ~Maldito sea ese dia  que a ti te probeeee,2021-04-23 03:32:20,es
904,Melperalta4,"A la bosta el ejercicio , me clave alta hamburguesa con papas , después me quejo",2021-04-23 03:31:57,es
905,RnldCanola,"Cuan viejo he de estar que ya me da conciencia comerme una hamburguesa con una coca cola, por lo que cambié la bebida por un gatorade.",2021-04-23 03:30:04,es
906,Melgutierrez27,"Me comi una hamburguesa con papas y me quede con hambre, al rato pedi otra porcion de papas fritas y mi novio asi 😳😳😳",2021-04-23 03:21:36,es
907,1uisana,"@tamairycabrera Cuando una prima estuvo enferma, comió super sano porque dos personas cercanas a ella, q se estaban… https://t.co/BuyrrKMU1S",2021-04-23 03:10:08,es
908,Ocampo6Diego,Hamburguesa con portobellos. https://t.co/FkERyfxVw8,2021-04-23 03:05:31,es
909,Anesp03,"Tengo ganas de una hamburguesa con muchas papas, y un elote, pero ando ahorrativa y ps no.",2021-04-23 03:04:50,es
910,Dsmartinez_13,Hay gente que va por un helado y termina pidiendo una hamburguesa con forma de papa rellena #casosdelavidareal,2021-04-23 03:02:23,es
911,AgustinaModon,Unas ganas de una hamburguesa con papas fritas,2021-04-23 03:01:26,es
912,clarilvslouis,"ahora otro.
A.  Comer una hamburguesa con Harry y pasear la ciudad o 
B.  Acompañar a Niall a toda su gira y estar con él en los camerinos",2021-04-23 02:52:20,es
913,Ferchu13Perez,"Mira si me van a mandar esta hamburguesa con papas, no te la puedo cree",2021-04-23 02:52:07,es
914,iamgenko,"receta de la mejor ensalada:

1 hoja de lechuga
1 rodaja de tomate
2 aros de cebolla
5 rodajas de pickles

todo enc… https://t.co/xXeXQH8fXh",2021-04-23 02:50:50,es
915,SirLevan,"Me comí una hamburguesa con todo y pepinillos, aiudaaa!",2021-04-23 02:50:37,es
916,FloSantillan,Literal que voy al gimnasio todos los días de la semana a darlo todo y volver transpirada hasta el papo para llegar… https://t.co/mcQZ3iynpG,2021-04-23 02:48:16,es
917,miluchiss_,"@sHeKillMyMind_ Faaa sip, hamburguesa con arroz y ensalada",2021-04-23 02:44:41,es
918,Iudens_,que ganas de una hamburguesa con ananá,2021-04-23 02:42:58,es
919,_guillx,Que ganas de clavarme una hamburguesa con papitas y morir feliz,2021-04-23 02:40:17,es
920,Joacobolso21,Comi  todo el día y ahora me pedí una hamburguesa  con papas jeje soy feliz,2021-04-23 02:37:58,es
921,JB_BTS_09,"Mk que depresión, agh odio no comer lo que me gusta por que engordo con cualquier mierda. 
Como le hago entender a… https://t.co/5Xi8A5QI8U",2021-04-23 02:36:18,es
922,priscilla_mtz,Mi cheat meal tiene que ser una hamburguesa con papas si o si,2021-04-23 02:29:08,es
923,Joon94_line,"Necesito una hamburguesa con extra queso y salchichas con papas fritas y una sprite🥲😋
#Dynamite #BestMusicVideo #iHeartAwards @BTS_twt",2021-04-23 02:28:07,es
924,valeryaposada,Me quedo con quién quiera ver Shrek conmigo mientras comemos hamburguesa con Coca-Cola 🥰,2021-04-23 02:27:21,es
925,SoyunaCasi,"@federama8 Puajjjjjj, solo el pionono me banco, cómo vas a comer una hamburguesa con donas?????",2021-04-23 02:16:53,es
926,danivegasarg,"Pido una hamburguesa con una pepsi de 500, me como la deliciosa hamburguesa, el siguiente paso es tomar algo para b… https://t.co/RS8xC8Fi8m",2021-04-23 02:16:42,es
927,Micagim06,Siempre tengo ganas de una hamburguesa con papas .,2021-04-23 02:11:46,es
928,celesstecardozo,Esa hamburguesa con papas me cambió totalmente el humor 🥰,2021-04-23 02:05:03,es
929,cosmic_froggy,"https://t.co/igFTwFazz5 

Música para comerse una hamburguesa con una malteada, juntarse con los panas en los autos… https://t.co/ri5dRytNi1",2021-04-23 01:47:16,es
930,MaleMediina,Necesito comer una hamburguesa con papas sino me voy a lastimar,2021-04-23 01:45:48,es
931,mguadagalvan2,We quiero una hamburguesa con papas birra y un alfajor de milka no es mucho pedir cierto????? 🥺,2021-04-23 01:39:35,es
932,GDAdri98,Unas mcpapitas arreglarían mi vida 🥺🥺o una hamburguesa con aderezos raros 🥺,2021-04-23 01:35:45,es
933,shawnxsalvatore,"bu no puede ser, ya llevo una hamburguesa con papitas y gaseosa, pastel y ahora pidieron pizza, BU PORQUE ME HACEN… https://t.co/kNwucdVLQh",2021-04-23 01:35:19,es
934,queweacoloco,@LeJorgitoCL @CumaKratos Una hamburguesa con nugets de pollo,2021-04-23 01:32:17,es
935,Eliasj69,"@__aaanto Una buena hamburguesa, con papas obvio 😍",2021-04-23 01:32:00,es
936,belmagnaterra,"Me clave una hamburguesa con papas fritas, descompostura ya te siento..",2021-04-23 01:29:57,es
937,dayraamm,Que buen momento pa clavarme una hamburguesa con papas pero acá estoy haciéndome un omelette con verduritas,2021-04-23 01:29:17,es
938,Dumb1510,@Lucyguemes97 Carne de hamburguesa con pasta jiji,2021-04-23 01:27:55,es
939,carlenym,Tengo un antojo de carne de hamburguesa con mucho cachu.,2021-04-23 01:24:13,es
940,LlNarella,Que ganas de hamburguesa con muchas papas,2021-04-23 01:23:53,es
941,soolmartinss,Las ganas d una hamburguesa con una coca bien fría me consumen 🥴,2021-04-23 01:22:49,es
942,Meelrp,que ganas de una hamburguesa con mucho cheddar,2021-04-23 01:22:39,es
943,barbara_farraye,"Que alguien me borre de Spotify la canción de la hamburguesa con queso y bacon, no la dejo de reproducir 😖",2021-04-23 01:20:53,es
944,Jose_Diaz7,Matarme entrenando para terminar cayendo en las redes de una hamburguesa con todos los juguetes...que nivel de autosaboteo Jose Alejandro.,2021-04-23 01:14:50,es
945,FLRXBRVE,che tengo ganas de una hamburguesa con papas quién me manda??😋,2021-04-23 01:13:11,es
946,httpriscilagon,"@_pedrog02_ nono, una hamburguesa con papás con cheddar :))",2021-04-23 01:11:17,es
947,hrpaula00,Unas ganas de una hamburguesa con papas a la francesa acompañada de mi mejor amiga 🤩,2021-04-23 01:10:29,es
948,andrestupid0,No voy a vibrar alto hasta comerme una hamburguesa con queso y papitas,2021-04-23 01:09:44,es
949,eminoduerme,Alguna vez vieron alguien comer un sándwich de hamburguesa con cubiertos? Porque yo sí,2021-04-23 01:09:35,es
950,ingcesarduque,"listo, hasta ahora normal el asunto, no es restrictivo, pero donde queda la hamburguesita, la pizza? la hamburguesa… https://t.co/Hxi4c8NXfE",2021-04-23 01:09:29,es
951,moonmoonhoe,"@deadpancreass Me pedí el combo Box 5 en 1 de KFC que trae 3 piezas, un strip, papas medianas y una hamburguesa con… https://t.co/eLwp1CMDZ4",2021-04-23 01:07:56,es
952,sofitlopez,Una hamburguesa con una birrita bastará para sanarme,2021-04-23 01:07:51,es
953,laudtc,Que ganas de hamburguesa con malteada 💔💔,2021-04-23 00:54:19,es
954,carloosraadaa,Hamburguesa con papitas fritas https://t.co/7hamc5MfRo,2021-04-23 00:51:16,es
955,Marcela__11,Pues voy a comer hamburguesa con el man que me gusta y estoy así 😁.,2021-04-23 00:49:49,es
956,Agstinaramos5,"Me duele mucho la panza chabon, espero que sea hambre xq me pedi una hamburguesa con doble cheddar 🤩",2021-04-23 00:48:18,es
957,MilagrosLisset9,"Tengo ganas de comer milanesas napolitana con papas pero también una hamburguesa con mucho cheddar, aunque si lo pi… https://t.co/SauW0qirdv",2021-04-23 00:45:58,es
958,nlythxbrave,"dios acabo de comer la hamburguesa con la mejor salsa del mundo, esa salsa es mi vida",2021-04-23 00:41:00,es
959,MarioPachecoM,Catuto Rebolledo come una hamburguesa con cuchillo y tenedor: Pituco Rebolledo,2021-04-23 00:37:45,es
960,FlorMilano2,muero por una hamburguesa con mucho cheddarr,2021-04-23 00:37:31,es
961,zoeseena,Alguien me trae una hamburguesa con queso y unas papas? Gracias,2021-04-23 00:35:57,es
962,Aggus_Herrera,"Estabamos planeado una comidita al horno y terminamos pidiendo hamburguesa con papas, somos esto",2021-04-23 00:30:28,es
963,LucilabsOk,"Un matambre, una hamburguesa
Con tomate y lechuga
Yeah! It's the party in the usa
Yeah! It's the party in the usaaa… https://t.co/dhgvW43Fvu",2021-04-23 00:29:50,en
964,MariadelMarFlo6,Que ganas de un lomito/hamburguesa con papaaas,2021-04-23 00:27:33,es
965,isaias_aquinoo,"no se ustedes, pero que bueno esta comer una hamburguesa con una persona a la cual queres conocer, mientras hablas de la vida.",2021-04-23 00:25:10,es
966,BreendaMagalii,Que ganas de una buena hamburguesa con papas y mucho chedar 🤤🤤🥺,2021-04-23 00:22:12,es
967,MimiZariatti,Ori me mandó una hamburguesa con fritas... le pido casamiento hoy o espero a que terminemos el aislamiento? 🥰😅😅,2021-04-23 00:21:11,es
968,UboldiGiuli,"Hola querés venir a comer una hamburguesa con papas ?

Enviar",2021-04-23 00:20:41,es
969,MontaLara,"Que me perdone mi yo vegetariano, pero me estoy muriendo por comer una hamburguesa con tres carnes aprox",2021-04-23 00:19:08,es
970,luthoric,Hamburguesa con cerveza best combination,2021-04-23 00:18:29,es
971,6vioi_,"@diegoalonsosot1 Por $80 tienes derecho a una hamburguesa con papas y una coquita, sin dulces😁",2021-04-23 00:18:15,es
972,LaLangarrica,Diosito quítame estas ganas de comer hamburguesa con papas todos los días.,2021-04-23 00:17:36,es
973,yadiraruizs,quiero una hamburguesa con papas después veo que no se me ve panza y rechazo esa comida chatarra 🥺,2021-04-23 00:16:54,es
974,GastonSosaa,Quiero una hamburguesa con papas fritas 🥺,2021-04-23 00:13:10,es
975,Teresafalconr,"Ya se, ya ordene mis antojos, quiero un camello o hamburguesa con una malteada y de postre una galleta o un pastelito 👍🏽",2021-04-23 00:12:34,es
976,ludmifranco_,Que ganas de una hamburguesa con papas cheddar 😔😔,2021-04-23 00:12:23,es
977,MarianoVargass,Re esta para una hamburguesa con papas,2021-04-23 00:08:10,es
978,Pulmark,@IadyIupita Yo he comido hamburguesa con piña asada y 🤤🤤🤤,2021-04-23 00:04:52,es
979,silvajvalentina,quiero una super mega hamburguesa con papas cheddar,2021-04-23 00:00:22,es
980,tatoporta,Como hace la gente para pedirse una hamburguesa con el pan VERDE o negro o lo que sea tipo qué es ese invento me cerraría 100% el estómago,2021-04-22 23:57:37,es
981,IadyIupita,"En mi humilde opinión que no es parámetro de nara, me gusta mucho meterle piña a todo! (Comida thai, ñam ñam).
Y en… https://t.co/zClBxl9VdK",2021-04-22 23:53:05,es
982,RiquelmeRocio01,Como me morfaria una hamburguesa con papas,2021-04-22 23:49:11,es
983,_gemafrnandz,El antojo que me acaba de dar de una hamburguesa con queso,2021-04-22 23:47:57,es
984,_MarquezJuli,Por favor qué ganas de comerme una hamburguesa con papas gratinadas 😣,2021-04-22 23:46:01,es
985,Dai_Nunez98,Quiero una hamburguesa con papas fritas 😭,2021-04-22 23:43:11,es
986,Dayana_g01,Quiero una hamburguesa con papitas :(,2021-04-22 23:36:46,es
987,Danatomia,A ustedes también les da asco una hamburguesa con salsa de piña o solamente soy yo?,2021-04-22 23:36:19,es
988,Valg_s,que ganas de una hamburguesa con todo,2021-04-22 23:33:31,es
989,luu_garcilazo,"Necesito una hamburguesa con mucho cheddar,mejor dos",2021-04-22 23:22:34,es
990,Lulaa2020,"Unas ganas de una hamburguesa con  ellas, como antes... 💔😢",2021-04-22 23:19:31,es
991,AsulfBass,"Hoy me comí una hamburguesa con JALAPEÑOS APANADOS OMG estaba chimbísima. 

La hamburguesa mexicana en promoción de… https://t.co/SrtqpLUnSS",2021-04-22 23:15:56,es
992,__AMGT,"Me muero por una hamburguesa, con papitas y cocaaaaa🥴🥺🥺🥺",2021-04-22 23:14:21,es
993,MahoShojoPurisu,Debate: si hago una carne de hamburguesa con pan para torta en lugar de pan brioche ¿Es una torta o una hamburguesa?,2021-04-22 23:12:20,es
994,Luzz_Sanchezz,Necesito comer alta hamburguesa con 3 capas de cheddar encima,2021-04-22 23:07:08,es
995,richardyreload,"en el marrvado imperio USA, una hamburguesa con papas y refresco se puede conseguir en 99 centavos $. esa es la com… https://t.co/rZpHPdQtdH",2021-04-22 23:06:14,es
996,cami_lacomette,Quiero una hamburguesa con cheddar,2021-04-22 23:05:51,es
